id_cliente_anon,zona,tipo_cliente,mes,tipo_servicio,superficie_m2,distancia_km,tecnico_id,servicios_mes,monto_mensual_ars
1018,DESCONOCIDA,Residencial,9,Desratización,92,14.2,8,0,0
1018,DESCONOCIDA,Residencial,10,Desratización,210,12.3,7,0,0
1018,DESCONOCIDA,Residencial,11,Desinfección,162,12.3,8,0,0
1018,DESCONOCIDA,Residencial,12,Fumigación,72,14.0,5,3,27600
1019,DESCONOCIDA,Residencial,1,Fumigación,220,14.4,8,1,10745
1019,DESCONOCIDA,Residencial,2,Desinfección,115,15.9,1,1,6739
1019,DESCONOCIDA,Residencial,3,Fumigación,225,13.5,7,0,2694
1019,DESCONOCIDA,Residencial,4,Fumigación,148,12.2,1,1,4920
1019,DESCONOCIDA,Residencial,5,Fumigación,116,14.2,6,2,17657
1019,DESCONOCIDA,Residencial,6,Fumigación,66,13.2,8,2,21072
1019,DESCONOCIDA,Residencial,7,Fumigación,71,14.4,4,0,2881
1019,DESCONOCIDA,Residencial,8,Fumigación,254,12.4,7,0,7393
1019,DESCONOCIDA,Residencial,9,Desinfección,89,13.6,4,2,17983
1019,DESCONOCIDA,Residencial,10,Fumigación,216,13.8,6,0,0
1019,DESCONOCIDA,Residencial,11,Fumigación,229,13.5,5,1,13640
1019,DESCONOCIDA,Residencial,12,Fumigación,180,13.1,7,5,46562
1020,DESCONOCIDA,Residencial,1,Desinfección,68,13.4,1,1,12844
1020,DESCONOCIDA,Residencial,2,Fumigación,97,12.4,5,1,13713
1020,DESCONOCIDA,Residencial,3,Desinfección,330,12.0,4,2,13268
1020,DESCONOCIDA,Residencial,4,Desratización,289,12.0,5,0,1744
1020,DESCONOCIDA,Residencial,5,Fumigación,84,12.9,7,1,9126
1020,DESCONOCIDA,Residencial,6,Fumigación,114,12.7,2,1,9078
1020,DESCONOCIDA,Residencial,7,Fumigación,212,14.1,5,0,6351
1020,DESCONOCIDA,Residencial,8,Desratización,60,13.9,7,1,10718
1020,DESCONOCIDA,Residencial,9,Desinfección,207,13.0,2,2,19495
1020,DESCONOCIDA,Residencial,10,Desratización,148,13.5,5,0,2954
1020,DESCONOCIDA,Residencial,11,Fumigación,535,12.8,2,2,22632
1020,DESCONOCIDA,Residencial,12,Desratización,235,13.0,2,1,11885
1021,DESCONOCIDA,Residencial,1,Fumigación,59,14.1,8,1,4979
1021,DESCONOCIDA,Residencial,2,Fumigación,194,13.8,2,0,0
1021,DESCONOCIDA,Residencial,3,Desratización,268,13.7,2,1,11117
1021,DESCONOCIDA,Residencial,4,Desratización,170,13.7,7,0,626
1021,DESCONOCIDA,Residencial,5,Fumigación,164,15.7,3,2,19244
1021,DESCONOCIDA,Residencial,6,Fumigación,164,13.2,3,0,0
1021,DESCONOCIDA,Residencial,7,Fumigación,231,14.1,6,2,19670
1021,DESCONOCIDA,Residencial,8,Fumigación,159,15.6,7,2,15268
1021,DESCONOCIDA,Residencial,9,Fumigación,137,12.3,5,2,25113
1021,DESCONOCIDA,Residencial,10,Desratización,166,13.0,4,2,16797
1021,DESCONOCIDA,Residencial,11,Desinfección,66,15.0,1,0,20
1021,DESCONOCIDA,Residencial,12,Desinfección,138,15.4,3,2,18068
1022,DESCONOCIDA,Residencial,1,Desinfección,108,16.9,2,1,12540
1022,DESCONOCIDA,Residencial,2,Fumigación,235,15.0,3,2,24392
1022,DESCONOCIDA,Residencial,3,Desinfección,87,14.9,8,1,9009
1022,DESCONOCIDA,Residencial,4,Desinfección,136,17.3,7,2,13531
1022,DESCONOCIDA,Residencial,5,Fumigación,92,12.3,2,0,5060
1022,DESCONOCIDA,Residencial,6,Desinfección,163,13.3,4,5,38925
1022,DESCONOCIDA,Residencial,7,Fumigación,318,15.2,7,1,7063
1022,DESCONOCIDA,Residencial,8,Desinfección,195,12.2,3,1,8634
1022,DESCONOCIDA,Residencial,9,Desratización,196,13.5,1,1,10056
1022,DESCONOCIDA,Residencial,10,Fumigación,77,13.2,1,1,7455
1022,DESCONOCIDA,Residencial,11,Desinfección,162,12.6,7,4,32155
1022,DESCONOCIDA,Residencial,12,Fumigación,102,12.1,3,4,30623
1023,DESCONOCIDA,Residencial,1,Desinfección,124,13.3,6,2,11458
1023,DESCONOCIDA,Residencial,2,Fumigación,113,15.4,7,0,1333
1023,DESCONOCIDA,Residencial,3,Fumigación,88,14.5,3,1,8130
1023,DESCONOCIDA,Residencial,4,Fumigación,152,16.6,1,0,771
1023,DESCONOCIDA,Residencial,5,Desinfección,164,14.9,4,3,29027
1023,DESCONOCIDA,Residencial,6,Fumigación,217,14.4,5,3,30061
1023,DESCONOCIDA,Residencial,7,Desratización,245,13.3,3,2,16947
1023,DESCONOCIDA,Residencial,8,Fumigación,186,14.5,3,0,3569
1023,DESCONOCIDA,Residencial,9,Desratización,77,12.9,8,0,357
1023,DESCONOCIDA,Residencial,10,Desinfección,102,12.0,1,0,5227
1023,DESCONOCIDA,Residencial,11,Fumigación,141,13.0,8,0,1479
1023,DESCONOCIDA,Residencial,12,Fumigación,238,12.7,7,3,32026
1024,DESCONOCIDA,Residencial,1,Desinfección,169,15.0,1,1,11130
1024,DESCONOCIDA,Residencial,2,Desinfección,224,14.0,7,0,21
1024,DESCONOCIDA,Residencial,3,Desinfección,272,13.2,1,3,20980
1024,DESCONOCIDA,Residencial,4,Fumigación,259,16.7,1,0,5852
1024,DESCONOCIDA,Residencial,5,Fumigación,91,12.5,3,0,3147
1024,DESCONOCIDA,Residencial,6,Desratización,81,12.9,7,3,30554
1024,DESCONOCIDA,Residencial,7,Fumigación,184,13.6,2,1,8332
1024,DESCONOCIDA,Residencial,8,Fumigación,230,12.4,7,4,36256
1024,DESCONOCIDA,Residencial,9,Fumigación,68,12.1,7,0,76
1024,DESCONOCIDA,Residencial,10,Desinfección,129,12.2,1,2,19519
1024,DESCONOCIDA,Residencial,11,Desinfección,226,12.7,6,1,11541
1024,DESCONOCIDA,Residencial,12,Fumigación,86,14.6,4,1,4527
1025,DESCONOCIDA,Residencial,1,Fumigación,153,14.5,4,0,3452
1025,DESCONOCIDA,Residencial,2,Fumigación,172,13.2,6,4,34663
1025,DESCONOCIDA,Residencial,3,Fumigación,64,12.5,6,1,9501
1025,DESCONOCIDA,Residencial,4,Fumigación,204,13.4,7,2,19198
1025,DESCONOCIDA,Residencial,5,Desratización,223,13.9,3,3,40190
1025,DESCONOCIDA,Residencial,6,Fumigación,147,12.4,8,3,23742
1025,DESCONOCIDA,Residencial,7,Fumigación,62,12.4,1,2,15627
1025,DESCONOCIDA,Residencial,8,Desratización,107,13.3,5,2,13682
1025,DESCONOCIDA,Residencial,9,Fumigación,236,13.6,6,0,2565
1025,DESCONOCIDA,Residencial,10,Desinfección,93,12.3,1,0,6279
1025,DESCONOCIDA,Residencial,11,Fumigación,261,12.2,3,2,23742
1025,DESCONOCIDA,Residencial,12,Fumigación,132,14.1,6,0,0
1026,DESCONOCIDA,Residencial,1,Desratización,207,12.3,8,1,11530
1026,DESCONOCIDA,Residencial,2,Desinfección,83,12.4,5,0,4039
1026,DESCONOCIDA,Residencial,3,Fumigación,318,12.4,3,2,20134
1026,DESCONOCIDA,Residencial,4,Desinfección,101,12.6,8,3,19603
1026,DESCONOCIDA,Residencial,5,Desratización,125,12.4,8,0,3685
1026,DESCONOCIDA,Residencial,6,Fumigación,120,13.3,2,0,1992
1026,DESCONOCIDA,Residencial,7,Fumigación,50,13.3,4,0,5189
1026,DESCONOCIDA,Residencial,8,Desratización,129,14.6,6,0,3482
1026,DESCONOCIDA,Residencial,9,Fumigación,90,12.2,3,1,19736
1026,DESCONOCIDA,Residencial,10,Desinfección,149,15.6,1,1,11693
1026,DESCONOCIDA,Residencial,11,Desinfección,167,14.9,1,2,15694
1026,DESCONOCIDA,Residencial,12,Desinfección,93,14.0,8,1,4138
1027,DESCONOCIDA,Residencial,1,Fumigación,95,14.4,8,0,0
1027,DESCONOCIDA,Residencial,2,Fumigación,100,13.6,3,5,45822
1027,DESCONOCIDA,Residencial,3,Desinfección,153,14.0,4,1,9847
1027,DESCONOCIDA,Residencial,4,Fumigación,118,14.4,3,2,22489
1027,DESCONOCIDA,Residencial,5,Fumigación,95,16.5,3,2,13965
1027,DESCONOCIDA,Residencial,6,Fumigación,114,15.6,1,2,23838
1027,DESCONOCIDA,Residencial,7,Fumigación,234,12.4,1,3,28374
1027,DESCONOCIDA,Residencial,8,Desratización,148,14.4,7,2,17967
1027,DESCONOCIDA,Residencial,9,Fumigación,109,14.1,8,1,15627
1027,DESCONOCIDA,Residencial,10,Desratización,266,13.6,1,1,7108
1027,DESCONOCIDA,Residencial,11,Fumigación,179,14.8,7,0,0
1027,DESCONOCIDA,Residencial,12,Desinfección,64,14.8,6,0,0
1028,DESCONOCIDA,Residencial,1,Fumigación,203,13.3,4,2,19294
1028,DESCONOCIDA,Residencial,2,Desinfección,333,14.9,1,4,38474
1028,DESCONOCIDA,Residencial,3,Desinfección,210,14.5,7,1,12451
1028,DESCONOCIDA,Residencial,4,Fumigación,103,13.6,5,2,22750
1028,DESCONOCIDA,Residencial,5,Desratización,132,13.7,5,0,872
1028,DESCONOCIDA,Residencial,6,Fumigación,62,12.8,3,0,614
1028,DESCONOCIDA,Residencial,7,Desinfección,197,13.0,3,0,1739
1028,DESCONOCIDA,Residencial,8,Desratización,125,13.0,2,0,2292
1028,DESCONOCIDA,Residencial,9,Desratización,99,12.4,8,1,10995
1028,DESCONOCIDA,Residencial,10,Desratización,127,13.2,5,0,3355
1028,DESCONOCIDA,Residencial,11,Fumigación,65,14.9,4,0,2566
1028,DESCONOCIDA,Residencial,12,Fumigación,68,12.0,7,2,19148
1029,DESCONOCIDA,Residencial,1,Fumigación,76,12.7,7,1,8119
1029,DESCONOCIDA,Residencial,2,Fumigación,50,12.4,3,0,3801
1029,DESCONOCIDA,Residencial,3,Desinfección,105,12.1,3,0,0
1029,DESCONOCIDA,Residencial,4,Fumigación,85,13.5,4,0,1375
1029,DESCONOCIDA,Residencial,5,Desinfección,240,12.7,7,4,30213
1029,DESCONOCIDA,Residencial,6,Fumigación,82,15.5,5,0,0
1029,DESCONOCIDA,Residencial,7,Fumigación,186,12.5,8,2,14850
1029,DESCONOCIDA,Residencial,8,Desinfección,92,14.9,7,2,13612
1029,DESCONOCIDA,Residencial,9,Fumigación,151,12.4,2,1,9708
1029,DESCONOCIDA,Residencial,10,Desinfección,273,13.8,4,1,8074
1029,DESCONOCIDA,Residencial,11,Fumigación,77,12.7,2,0,3990
1029,DESCONOCIDA,Residencial,12,Desinfección,296,13.6,2,4,32290
1030,DESCONOCIDA,Residencial,1,Fumigación,203,12.4,8,1,11250
1030,DESCONOCIDA,Residencial,2,Fumigación,167,12.0,6,1,10930
1030,DESCONOCIDA,Residencial,3,Desinfección,148,13.9,8,1,7997
1030,DESCONOCIDA,Residencial,4,Desratización,134,14.2,7,0,260
1030,DESCONOCIDA,Residencial,5,Fumigación,227,12.6,7,3,30918
1030,DESCONOCIDA,Residencial,6,Fumigación,134,12.9,3,0,0
1030,DESCONOCIDA,Residencial,7,Fumigación,119,15.1,5,0,3625
1030,DESCONOCIDA,Residencial,8,Fumigación,191,14.5,2,0,0
1030,DESCONOCIDA,Residencial,9,Desinfección,92,15.1,4,2,17179
1030,DESCONOCIDA,Residencial,10,Desinfección,346,13.2,5,1,9313
1030,DESCONOCIDA,Residencial,11,Fumigación,165,14.7,1,2,23940
1030,DESCONOCIDA,Residencial,12,Fumigación,125,14.4,8,0,1876
1031,DESCONOCIDA,Residencial,1,Desinfección,124,13.3,1,2,20990
1031,DESCONOCIDA,Residencial,2,Fumigación,117,12.2,6,1,10743
1031,DESCONOCIDA,Residencial,3,Desinfección,178,15.8,4,0,2549
1031,DESCONOCIDA,Residencial,4,Fumigación,150,12.7,1,1,7362
1031,DESCONOCIDA,Residencial,5,Desinfección,130,14.0,5,1,10380
1031,DESCONOCIDA,Residencial,6,Fumigación,256,13.5,5,2,22958
1031,DESCONOCIDA,Residencial,7,Desinfección,282,12.1,8,1,5794
1031,DESCONOCIDA,Residencial,8,Fumigación,79,12.9,3,1,6128
1031,DESCONOCIDA,Residencial,9,Fumigación,123,13.3,5,1,15920
1031,DESCONOCIDA,Residencial,10,Desinfección,110,12.1,2,2,16338
1031,DESCONOCIDA,Residencial,11,Fumigación,103,13.0,7,0,2064
1031,DESCONOCIDA,Residencial,12,Fumigación,109,12.9,6,0,4788
1032,DESCONOCIDA,Residencial,1,Fumigación,82,12.5,8,3,27531
1032,DESCONOCIDA,Residencial,2,Fumigación,205,14.2,3,4,36723
1032,DESCONOCIDA,Residencial,3,Desratización,123,13.4,2,2,18913
1032,DESCONOCIDA,Residencial,4,Desinfección,144,12.5,5,1,11253
1032,DESCONOCIDA,Residencial,5,Fumigación,207,13.3,3,1,6160
1032,DESCONOCIDA,Residencial,6,Desinfección,80,15.0,7,0,1138
1032,DESCONOCIDA,Residencial,7,Fumigación,151,13.3,4,0,0
1032,DESCONOCIDA,Residencial,8,Desratización,71,15.5,7,0,2708
1032,DESCONOCIDA,Residencial,9,Fumigación,72,14.5,8,2,21065
1032,DESCONOCIDA,Residencial,10,Desinfección,136,13.1,7,0,4957
1032,DESCONOCIDA,Residencial,11,Fumigación,132,12.6,4,0,1373
1032,DESCONOCIDA,Residencial,12,Fumigación,81,14.6,4,2,20890
1033,DESCONOCIDA,Residencial,1,Fumigación,239,12.2,6,0,0
1033,DESCONOCIDA,Residencial,2,Fumigación,53,13.4,3,1,7477
1033,DESCONOCIDA,Residencial,3,Desinfección,80,14.8,5,0,5011
1033,DESCONOCIDA,Residencial,4,Fumigación,110,13.8,5,3,25010
1033,DESCONOCIDA,Residencial,5,Desratización,96,12.8,6,1,17366
1033,DESCONOCIDA,Residencial,6,Fumigación,76,14.5,6,1,8540
1033,DESCONOCIDA,Residencial,7,Desinfección,389,13.6,3,2,18308
1033,DESCONOCIDA,Residencial,8,Desratización,211,16.4,3,2,22843
1033,DESCONOCIDA,Residencial,9,Desinfección,121,14.0,1,1,5667
1033,DESCONOCIDA,Residencial,10,Desratización,254,13.4,1,1,12713
1033,DESCONOCIDA,Residencial,11,Desinfección,233,14.4,6,3,27944
1033,DESCONOCIDA,Residencial,12,Fumigación,97,13.6,6,1,8285
1034,DESCONOCIDA,Residencial,1,Desinfección,124,12.3,3,0,0
1034,DESCONOCIDA,Residencial,2,Fumigación,135,13.0,8,2,22740
1034,DESCONOCIDA,Residencial,3,Fumigación,206,16.0,4,2,17298
1034,DESCONOCIDA,Residencial,4,Fumigación,174,12.9,5,0,0
1034,DESCONOCIDA,Residencial,5,Desinfección,125,12.4,4,0,3918
1034,DESCONOCIDA,Residencial,6,Fumigación,100,12.5,2,1,12163
1034,DESCONOCIDA,Residencial,7,Fumigación,131,12.4,8,2,22692
1034,DESCONOCIDA,Residencial,8,Fumigación,75,16.5,7,2,15872
1034,DESCONOCIDA,Residencial,9,Desratización,86,13.3,2,0,0
1034,DESCONOCIDA,Residencial,10,Fumigación,118,13.8,7,1,11157
1034,DESCONOCIDA,Residencial,11,Fumigación,128,12.1,2,4,39052
1034,DESCONOCIDA,Residencial,12,Fumigación,326,13.3,4,1,11687
1035,DESCONOCIDA,Residencial,1,Desratización,88,12.8,7,2,23139
1035,DESCONOCIDA,Residencial,2,Desratización,56,13.3,6,1,10300
1035,DESCONOCIDA,Residencial,3,Desinfección,104,14.7,6,0,1453
1035,DESCONOCIDA,Residencial,4,Desratización,95,13.2,1,0,4779
1035,DESCONOCIDA,Residencial,5,Fumigación,117,15.7,2,1,7726
1035,DESCONOCIDA,Residencial,6,Desratización,107,14.4,3,0,1993
1035,DESCONOCIDA,Residencial,7,Fumigación,126,14.1,8,2,20389
1035,DESCONOCIDA,Residencial,8,Fumigación,207,13.0,8,1,8615
1035,DESCONOCIDA,Residencial,9,Fumigación,147,12.6,5,0,995
1035,DESCONOCIDA,Residencial,10,Desinfección,94,15.0,6,0,1023
1035,DESCONOCIDA,Residencial,11,Desinfección,55,15.8,7,0,0
1035,DESCONOCIDA,Residencial,12,Fumigación,175,13.4,1,2,15829
1036,DESCONOCIDA,Residencial,1,Desratización,211,13.7,2,3,28816
1036,DESCONOCIDA,Residencial,2,Fumigación,107,15.6,6,0,1160
1036,DESCONOCIDA,Residencial,3,Fumigación,304,12.1,7,3,29549
1036,DESCONOCIDA,Residencial,4,Fumigación,171,14.5,5,0,0
1036,DESCONOCIDA,Residencial,5,Desinfección,144,14.5,5,0,6093
1036,DESCONOCIDA,Residencial,6,Desinfección,123,13.8,8,1,8733
1036,DESCONOCIDA,Residencial,7,Fumigación,214,12.3,1,1,10304
1036,DESCONOCIDA,Residencial,8,Desinfección,293,12.4,4,0,0
1036,DESCONOCIDA,Residencial,9,Fumigación,284,13.3,5,0,3990
1036,DESCONOCIDA,Residencial,10,Desinfección,133,14.9,6,1,13313
1036,DESCONOCIDA,Residencial,11,Desratización,283,12.3,7,1,12419
1036,DESCONOCIDA,Residencial,12,Fumigación,93,12.8,1,1,8898
1037,DESCONOCIDA,Residencial,1,Desratización,196,13.3,2,3,30950
1037,DESCONOCIDA,Residencial,2,Desinfección,87,12.6,1,1,7283
1037,DESCONOCIDA,Residencial,3,Fumigación,184,12.7,4,1,8616
1037,DESCONOCIDA,Residencial,4,Desratización,183,13.2,2,0,99
1037,DESCONOCIDA,Residencial,5,Fumigación,107,14.1,4,5,47768
1037,DESCONOCIDA,Residencial,6,Fumigación,94,15.0,5,0,2212
1037,DESCONOCIDA,Residencial,7,Fumigación,266,13.9,6,1,18161
1037,DESCONOCIDA,Residencial,8,Fumigación,78,12.6,8,0,4698
1037,DESCONOCIDA,Residencial,9,Desinfección,68,13.9,1,1,2310
1037,DESCONOCIDA,Residencial,10,Desinfección,166,14.5,7,1,11170
1037,DESCONOCIDA,Residencial,11,Desratización,131,15.1,7,0,9344
1037,DESCONOCIDA,Residencial,12,Fumigación,164,12.3,7,4,41421
1038,CHIMBAS,Residencial,1,Fumigación,97,5.5,3,1,7392
1038,CHIMBAS,Residencial,2,Fumigación,101,5.0,6,0,3193
1038,CHIMBAS,Residencial,3,Fumigación,133,6.6,7,2,18044
1038,CHIMBAS,Residencial,4,Desratización,134,5.0,4,2,16671
1038,CHIMBAS,Residencial,5,Desinfección,129,6.1,8,1,8520
1038,CHIMBAS,Residencial,6,Fumigación,290,6.2,1,0,4682
1038,CHIMBAS,Residencial,7,Desratización,305,7.4,3,1,14878
1038,CHIMBAS,Residencial,8,Desinfección,76,9.1,3,3,22027
1038,CHIMBAS,Residencial,9,Fumigación,165,6.7,8,2,17673
1038,CHIMBAS,Residencial,10,Desinfección,82,5.2,8,2,19754
1038,CHIMBAS,Residencial,11,Fumigación,338,6.2,6,1,14522
1038,CHIMBAS,Residencial,12,Fumigación,102,5.2,1,2,17431
1039,DESCONOCIDA,Residencial,1,Fumigación,117,14.5,6,0,0
1039,DESCONOCIDA,Residencial,2,Fumigación,211,14.2,2,3,29984
1039,DESCONOCIDA,Residencial,3,Fumigación,86,12.9,3,0,0
1039,DESCONOCIDA,Residencial,4,Fumigación,68,14.8,8,0,5717
1039,DESCONOCIDA,Residencial,5,Fumigación,85,15.8,1,1,9383
1039,DESCONOCIDA,Residencial,6,Desinfección,232,14.9,1,3,30226
1039,DESCONOCIDA,Residencial,7,Desratización,112,16.5,2,1,7775
1039,DESCONOCIDA,Residencial,8,Desinfección,222,12.4,6,1,5714
1039,DESCONOCIDA,Residencial,9,Fumigación,137,14.8,1,0,1308
1039,DESCONOCIDA,Residencial,10,Fumigación,62,12.4,4,1,10248
1039,DESCONOCIDA,Residencial,11,Fumigación,96,12.4,4,0,877
1039,DESCONOCIDA,Residencial,12,Fumigación,155,13.1,2,0,0
1040,CAUCETE,Residencial,1,Desinfección,52,31.5,5,2,15854
1040,CAUCETE,Residencial,2,Desinfección,170,31.2,8,5,39045
1040,CAUCETE,Residencial,3,Desinfección,68,30.0,1,0,0
1040,CAUCETE,Residencial,4,Desinfección,99,29.1,4,1,7753
1040,CAUCETE,Residencial,5,Fumigación,293,28.3,4,1,10922
1040,CAUCETE,Residencial,6,Fumigación,296,29.1,1,3,27325
1040,CAUCETE,Residencial,7,Desinfección,180,29.0,6,2,20070
1040,CAUCETE,Residencial,8,Fumigación,146,28.8,6,2,25449
1040,CAUCETE,Residencial,9,Fumigación,102,29.1,1,2,20075
1040,CAUCETE,Residencial,10,Fumigación,61,28.6,8,0,0
1040,CAUCETE,Residencial,11,Fumigación,137,30.8,6,2,19738
1040,CAUCETE,Residencial,12,Fumigación,116,28.9,3,4,37809
1041,DESCONOCIDA,Residencial,1,Desinfección,106,14.9,7,0,1748
1041,DESCONOCIDA,Residencial,2,Desratización,254,13.3,2,2,27087
1041,DESCONOCIDA,Residencial,3,Fumigación,85,12.1,8,1,6611
1041,DESCONOCIDA,Residencial,4,Fumigación,453,14.0,3,0,2000
1041,DESCONOCIDA,Residencial,5,Desinfección,208,13.9,2,1,11309
1041,DESCONOCIDA,Residencial,6,Fumigación,115,13.4,3,1,12344
1041,DESCONOCIDA,Residencial,7,Fumigación,57,13.7,6,0,4362
1041,DESCONOCIDA,Residencial,8,Fumigación,203,12.0,2,3,29430
1041,DESCONOCIDA,Residencial,9,Fumigación,406,12.6,1,1,11399
1041,DESCONOCIDA,Residencial,10,Desinfección,535,13.6,6,0,1559
1041,DESCONOCIDA,Residencial,11,Desinfección,87,16.2,2,0,1183
1041,DESCONOCIDA,Residencial,12,Fumigación,213,12.5,4,2,17751
1042,DESCONOCIDA,Residencial,1,Fumigación,74,12.1,5,2,19284
1042,DESCONOCIDA,Residencial,2,Fumigación,57,15.3,4,1,11427
1042,DESCONOCIDA,Residencial,3,Fumigación,250,12.4,2,2,18785
1042,DESCONOCIDA,Residencial,4,Desratización,102,13.5,8,1,11977
1042,DESCONOCIDA,Residencial,5,Desinfección,116,14.0,2,1,6301
1042,DESCONOCIDA,Residencial,6,Fumigación,115,12.7,8,1,9035
1042,DESCONOCIDA,Residencial,7,Desinfección,44,12.2,7,0,458
1042,DESCONOCIDA,Residencial,8,Desinfección,116,14.5,7,0,4296
1042,DESCONOCIDA,Residencial,9,Desinfección,281,14.5,2,1,10150
1042,DESCONOCIDA,Residencial,10,Fumigación,108,13.9,5,3,30609
1042,DESCONOCIDA,Residencial,11,Fumigación,152,12.1,5,1,10917
1042,DESCONOCIDA,Residencial,12,Desinfección,62,12.5,3,1,9710
1043,RIVADAVIA,Residencial,1,Fumigación,202,8.8,8,1,9483
1043,RIVADAVIA,Residencial,2,Desratización,104,8.4,2,1,10319
1043,RIVADAVIA,Residencial,3,Desinfección,84,8.5,3,3,25775
1043,RIVADAVIA,Residencial,4,Desratización,83,8.6,4,1,5655
1043,RIVADAVIA,Residencial,5,Fumigación,387,8.8,5,1,11162
1043,RIVADAVIA,Residencial,6,Desratización,51,7.2,1,3,28976
1043,RIVADAVIA,Residencial,7,Fumigación,184,7.8,8,1,11636
1043,RIVADAVIA,Residencial,8,Desratización,54,9.3,5,0,1337
1043,RIVADAVIA,Residencial,9,Fumigación,185,9.2,3,0,1020
1043,RIVADAVIA,Residencial,10,Fumigación,89,7.2,1,1,6522
1043,RIVADAVIA,Residencial,11,Desinfección,183,8.3,6,1,6866
1043,RIVADAVIA,Residencial,12,Fumigación,124,9.0,1,2,22800
1044,DESCONOCIDA,Residencial,1,Fumigación,157,16.6,1,1,15409
1044,DESCONOCIDA,Residencial,2,Desratización,144,13.6,5,0,3134
1044,DESCONOCIDA,Residencial,3,Fumigación,143,13.3,8,0,0
1044,DESCONOCIDA,Residencial,4,Desinfección,57,16.8,2,1,11068
1044,DESCONOCIDA,Residencial,5,Fumigación,82,14.2,7,2,20989
1044,DESCONOCIDA,Residencial,6,Desinfección,213,12.2,1,0,0
1044,DESCONOCIDA,Residencial,7,Desinfección,100,13.4,4,1,8384
1044,DESCONOCIDA,Residencial,8,Fumigación,123,13.6,4,1,19839
1044,DESCONOCIDA,Residencial,9,Fumigación,78,12.8,1,1,11656
1044,DESCONOCIDA,Residencial,10,Desinfección,86,14.8,4,1,7779
1044,DESCONOCIDA,Residencial,11,Fumigación,349,14.1,8,3,28913
1044,DESCONOCIDA,Residencial,12,Fumigación,292,13.6,8,2,21286
1045,SARMIENTO,Residencial,1,Desinfección,185,62.1,4,3,29365
1045,SARMIENTO,Residencial,2,Fumigación,195,62.9,4,0,11800
1045,SARMIENTO,Residencial,3,Fumigación,161,62.2,3,0,6437
1045,SARMIENTO,Residencial,4,Desinfección,135,61.5,8,1,12599
1045,SARMIENTO,Residencial,5,Fumigación,363,60.4,8,0,7179
1045,SARMIENTO,Residencial,6,Fumigación,102,62.0,3,1,7665
1045,SARMIENTO,Residencial,7,Fumigación,89,60.9,6,0,0
1045,SARMIENTO,Residencial,8,Desinfección,108,60.4,8,1,11309
1045,SARMIENTO,Residencial,9,Desinfección,107,61.2,4,3,27040
1045,SARMIENTO,Residencial,10,Desinfección,217,62.3,7,1,4547
1045,SARMIENTO,Residencial,11,Fumigación,91,63.0,7,1,19313
1045,SARMIENTO,Residencial,12,Fumigación,133,60.7,2,0,1443
1046,DESCONOCIDA,Residencial,1,Fumigación,168,13.4,7,3,25002
1046,DESCONOCIDA,Residencial,2,Fumigación,145,13.2,4,2,21273
1046,DESCONOCIDA,Residencial,3,Desratización,73,12.3,8,3,35800
1046,DESCONOCIDA,Residencial,4,Fumigación,167,12.9,3,1,4238
1046,DESCONOCIDA,Residencial,5,Fumigación,151,13.2,8,1,12275
1046,DESCONOCIDA,Residencial,6,Fumigación,183,12.6,8,2,13512
1046,DESCONOCIDA,Residencial,7,Desinfección,176,13.1,1,3,24780
1046,DESCONOCIDA,Residencial,8,Desinfección,181,13.0,7,1,1633
1046,DESCONOCIDA,Residencial,9,Desinfección,48,13.1,8,3,19744
1046,DESCONOCIDA,Residencial,10,Desratización,84,12.2,4,2,20483
1046,DESCONOCIDA,Residencial,11,Fumigación,231,14.0,5,0,4060
1046,DESCONOCIDA,Residencial,12,Fumigación,90,17.2,3,1,12776
1047,DESCONOCIDA,Residencial,1,Fumigación,239,12.6,3,1,13203
1047,DESCONOCIDA,Residencial,2,Desinfección,107,14.2,3,2,15192
1047,DESCONOCIDA,Residencial,3,Desinfección,97,12.9,1,2,14693
1047,DESCONOCIDA,Residencial,4,Fumigación,109,12.9,8,1,11292
1047,DESCONOCIDA,Residencial,5,Desinfección,673,13.9,5,2,19808
1047,DESCONOCIDA,Residencial,6,Desinfección,127,12.6,5,1,8616
1047,DESCONOCIDA,Residencial,7,Desratización,206,12.9,7,0,1145
1047,DESCONOCIDA,Residencial,8,Desinfección,488,17.4,5,4,40313
1047,DESCONOCIDA,Residencial,9,Desinfección,172,12.6,3,1,8311
1047,DESCONOCIDA,Residencial,10,Fumigación,350,15.1,4,1,12379
1047,DESCONOCIDA,Residencial,11,Desinfección,228,15.1,4,0,818
1047,DESCONOCIDA,Residencial,12,Desratización,185,16.2,6,3,24778
1048,DESCONOCIDA,Residencial,1,Fumigación,72,14.8,5,2,20180
1048,DESCONOCIDA,Residencial,2,Desinfección,115,12.1,3,1,5704
1048,DESCONOCIDA,Residencial,3,Desinfección,172,13.9,4,1,8778
1048,DESCONOCIDA,Residencial,4,Fumigación,97,12.1,7,0,404
1048,DESCONOCIDA,Residencial,5,Desinfección,179,13.2,2,3,25592
1048,DESCONOCIDA,Residencial,6,Fumigación,124,13.9,4,0,0
1048,DESCONOCIDA,Residencial,7,Desratización,85,12.2,7,1,14665
1048,DESCONOCIDA,Residencial,8,Desinfección,205,13.9,4,2,17671
1048,DESCONOCIDA,Residencial,9,Fumigación,161,13.1,2,0,331
1048,DESCONOCIDA,Residencial,10,Fumigación,185,13.4,4,3,29540
